Date (MM/DD/YYYY),Destination Airport,Departure delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes),Date
01/15/2018,ATL,17.0,5.0,0.0,0.0,0.0,44.0,2018-01-15
01/15/2018,DTW,-4.0,0.0,0.0,0.0,0.0,0.0,2018-01-15
01/15/2018,MSP,-4.0,0.0,0.0,0.0,0.0,0.0,2018-01-15
01/15/2018,SLC,-2.0,0.0,0.0,0.0,0.0,0.0,2018-01-15
01/15/2019,ATL,33.0,3.0,0.0,0.0,0.0,12.0,2019-01-15
01/15/2019,DTW,-3.0,0.0,0.0,0.0,0.0,0.0,2019-01-15
01/15/2019,MSP,52.0,0.0,0.0,0.0,0.0,40.0,2019-01-15
01/15/2019,SLC,-7.0,0.0,0.0,0.0,0.0,0.0,2019-01-15
01/16/2017,ATL,-19.0,0.0,0.0,0.0,0.0,0.0,2017-01-16
01/16/2017,DTW,-8.0,0.0,0.0,0.0,0.0,0.0,2017-01-16
01/16/2017,SLC,-8.0,0.0,0.0,0.0,0.0,0.0,2017-01-16
01/16/2018,ATL,22.0,14.0,0.0,0.0,0.0,4.0,2018-01-16
01/16/2018,DTW,-7.0,0.0,0.0,0.0,0.0,0.0,2018-01-16
01/16/2018,MSP,-3.0,0.0,0.0,0.0,0.0,0.0,2018-01-16
01/16/2018,SLC,54.0,0.0,0.0,0.0,0.0,0.0,2018-01-16
01/16/2019,ATL,51.0,0.0,0.0,0.0,0.0,0.0,2019-01-16
01/16/2019,DTW,-17.0,0.0,0.0,0.0,0.0,0.0,2019-01-16
01/16/2019,MSP,-16.0,0.0,0.0,0.0,0.0,0.0,2019-01-16
01/16/2019,SLC,-1.0,0.0,0.0,0.0,0.0,0.0,2019-01-16
01/17/2017,ATL,-41.0,0.0,0.0,0.0,0.0,0.0,2017-01-17
01/17/2017,DTW,4.0,11.0,0.0,4.0,0.0,0.0,2017-01-17
01/17/2017,SLC,-6.0,0.0,0.0,0.0,0.0,0.0,2017-01-17
01/17/2018,ATL,1091.0,5.0,0.0,1001.0,0.0,307.0,2018-01-17
01/17/2018,DTW,-8.0,0.0,0.0,0.0,0.0,0.0,2018-01-17
01/17/2018,MSP,-7.0,0.0,0.0,0.0,0.0,0.0,2018-01-17
01/17/2018,SLC,33.0,0.0,0.0,0.0,0.0,0.0,2018-01-17
01/17/2019,ATL,-19.0,0.0,0.0,19.0,0.0,0.0,2019-01-17
01/17/2019,DTW,1.0,0.0,0.0,0.0,0.0,0.0,2019-01-17
01/17/2019,MSP,-7.0,0.0,0.0,0.0,0.0,0.0,2019-01-17
01/17/2019,SLC,4.0,0.0,0.0,0.0,0.0,0.0,2019-01-17
01/18/2017,ATL,4.0,0.0,0.0,0.0,0.0,0.0,2017-01-18
01/18/2017,DTW,-14.0,0.0,0.0,0.0,0.0,0.0,2017-01-18
01/18/2017,SLC,35.0,0.0,0.0,0.0,0.0,0.0,2017-01-18
01/18/2018,ATL,303.0,50.0,0.0,0.0,0.0,88.0,2018-01-18
01/18/2018,DTW,64.0,48.0,0.0,0.0,0.0,0.0,2018-01-18
01/18/2018,MSP,-11.0,0.0,0.0,0.0,0.0,0.0,2018-01-18
01/18/2018,SLC,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-18
01/18/2019,ATL,189.0,9.0,0.0,73.0,0.0,144.0,2019-01-18
01/18/2019,DTW,61.0,10.0,0.0,0.0,0.0,35.0,2019-01-18
01/18/2019,MSP,44.0,2.0,0.0,0.0,0.0,37.0,2019-01-18
01/18/2019,SLC,1.0,0.0,0.0,0.0,0.0,0.0,2019-01-18
01/19/2017,ATL,-60.0,0.0,0.0,0.0,0.0,0.0,2017-01-19
01/19/2017,DTW,-6.0,0.0,0.0,0.0,0.0,0.0,2017-01-19
01/19/2017,SLC,3.0,0.0,0.0,0.0,0.0,0.0,2017-01-19
01/19/2018,ATL,39.0,0.0,0.0,0.0,0.0,0.0,2018-01-19
01/19/2018,DTW,-8.0,0.0,0.0,0.0,0.0,0.0,2018-01-19
01/19/2018,MSP,-11.0,0.0,0.0,0.0,0.0,0.0,2018-01-19
01/19/2018,SLC,1.0,0.0,0.0,0.0,0.0,0.0,2018-01-19
01/19/2019,ATL,2.0,8.0,0.0,24.0,0.0,0.0,2019-01-19
01/19/2019,DTW,-1.0,0.0,0.0,0.0,0.0,0.0,2019-01-19
01/19/2019,MSP,-5.0,0.0,0.0,0.0,0.0,0.0,2019-01-19
01/20/2017,ATL,221.0,26.0,0.0,0.0,0.0,168.0,2017-01-20
01/20/2017,DTW,-16.0,0.0,0.0,0.0,0.0,0.0,2017-01-20
01/20/2017,SLC,53.0,0.0,0.0,0.0,0.0,0.0,2017-01-20
01/20/2018,ATL,119.0,106.0,0.0,0.0,0.0,0.0,2018-01-20
01/20/2018,DTW,-8.0,0.0,0.0,0.0,0.0,0.0,2018-01-20
01/20/2018,MSP,-5.0,0.0,0.0,0.0,0.0,0.0,2018-01-20
01/20/2019,ATL,-4.0,21.0,0.0,0.0,0.0,0.0,2019-01-20
01/20/2019,DTW,52.0,43.0,0.0,0.0,0.0,0.0,2019-01-20
01/21/2017,ATL,524.0,54.0,400.0,48.0,0.0,22.0,2017-01-21
01/21/2017,DTW,44.0,27.0,0.0,0.0,0.0,0.0,2017-01-21
01/21/2018,ATL,-52.0,0.0,0.0,0.0,0.0,0.0,2018-01-21
01/21/2018,DTW,-14.0,0.0,0.0,0.0,0.0,0.0,2018-01-21
01/21/2018,SLC,3.0,0.0,0.0,0.0,0.0,0.0,2018-01-21
01/21/2019,ATL,864.0,250.0,14.0,0.0,0.0,462.0,2019-01-21
01/21/2019,DTW,191.0,0.0,19.0,0.0,0.0,157.0,2019-01-21
01/21/2019,MSP,157.0,0.0,7.0,0.0,0.0,138.0,2019-01-21
01/21/2019,SLC,132.0,0.0,0.0,2.0,0.0,132.0,2019-01-21
01/22/2017,ATL,27.0,1.0,0.0,64.0,0.0,16.0,2017-01-22
01/22/2017,DTW,97.0,0.0,0.0,0.0,0.0,0.0,2017-01-22
01/22/2017,SLC,1.0,0.0,0.0,0.0,0.0,0.0,2017-01-22
01/22/2018,ATL,-22.0,0.0,0.0,0.0,0.0,0.0,2018-01-22
01/22/2018,DTW,-6.0,0.0,0.0,0.0,0.0,0.0,2018-01-22
01/22/2018,MSP,19.0,0.0,0.0,0.0,0.0,0.0,2018-01-22
01/22/2018,SLC,-7.0,0.0,0.0,0.0,0.0,0.0,2018-01-22
01/22/2019,ATL,23.0,28.0,0.0,10.0,0.0,0.0,2019-01-22
01/22/2019,DTW,26.0,0.0,0.0,0.0,0.0,0.0,2019-01-22
01/22/2019,MSP,-4.0,0.0,0.0,0.0,0.0,0.0,2019-01-22
01/22/2019,SLC,-6.0,0.0,0.0,0.0,0.0,0.0,2019-01-22
01/23/2017,ATL,323.0,1.0,2.0,1.0,0.0,214.0,2017-01-23
01/23/2017,DTW,-11.0,0.0,0.0,0.0,0.0,0.0,2017-01-23
01/23/2017,SLC,71.0,0.0,0.0,0.0,0.0,51.0,2017-01-23
01/23/2018,ATL,-38.0,0.0,0.0,0.0,0.0,0.0,2018-01-23
01/23/2018,DTW,-11.0,0.0,0.0,0.0,0.0,0.0,2018-01-23
01/23/2018,MSP,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-23
01/23/2018,SLC,30.0,0.0,0.0,0.0,0.0,0.0,2018-01-23
01/23/2019,ATL,160.0,7.0,0.0,15.0,0.0,178.0,2019-01-23
01/23/2019,DTW,63.0,0.0,0.0,0.0,0.0,56.0,2019-01-23
01/23/2019,MSP,88.0,10.0,0.0,0.0,0.0,64.0,2019-01-23
01/23/2019,SLC,79.0,7.0,0.0,0.0,0.0,50.0,2019-01-23
01/24/2017,ATL,132.0,0.0,0.0,0.0,0.0,95.0,2017-01-24
01/24/2017,DTW,-10.0,0.0,0.0,0.0,0.0,0.0,2017-01-24
01/24/2017,SLC,55.0,0.0,0.0,0.0,0.0,16.0,2017-01-24
01/24/2018,ATL,-48.0,0.0,0.0,0.0,0.0,0.0,2018-01-24
01/24/2018,DTW,96.0,82.0,0.0,0.0,0.0,0.0,2018-01-24
01/24/2018,MSP,-2.0,0.0,0.0,0.0,0.0,0.0,2018-01-24
01/24/2018,SLC,279.0,241.0,0.0,0.0,0.0,0.0,2018-01-24
01/24/2019,ATL,427.0,30.0,0.0,31.0,0.0,379.0,2019-01-24
01/24/2019,DTW,180.0,0.0,0.0,0.0,0.0,162.0,2019-01-24
01/24/2019,MSP,64.0,5.0,0.0,0.0,0.0,36.0,2019-01-24
01/24/2019,SLC,138.0,2.0,0.0,0.0,0.0,107.0,2019-01-24
01/25/2017,ATL,26.0,82.0,0.0,0.0,0.0,0.0,2017-01-25
01/25/2017,DTW,-12.0,0.0,0.0,0.0,0.0,0.0,2017-01-25
01/25/2017,SLC,50.0,0.0,0.0,8.0,0.0,36.0,2017-01-25
01/25/2018,ATL,-34.0,0.0,0.0,0.0,0.0,0.0,2018-01-25
01/25/2018,DTW,-13.0,0.0,0.0,0.0,0.0,0.0,2018-01-25
01/25/2018,MSP,-4.0,0.0,0.0,0.0,0.0,0.0,2018-01-25
01/25/2018,SLC,-4.0,0.0,0.0,0.0,0.0,0.0,2018-01-25
01/25/2019,ATL,65.0,8.0,0.0,74.0,0.0,67.0,2019-01-25
01/25/2019,DTW,21.0,0.0,0.0,0.0,0.0,0.0,2019-01-25
01/25/2019,MSP,10.0,0.0,0.0,0.0,0.0,0.0,2019-01-25
01/25/2019,SLC,32.0,0.0,0.0,0.0,0.0,0.0,2019-01-25
01/26/2017,ATL,35.0,0.0,0.0,0.0,0.0,31.0,2017-01-26
01/26/2017,DTW,-10.0,0.0,0.0,0.0,0.0,0.0,2017-01-26
01/26/2017,SLC,-4.0,0.0,0.0,0.0,0.0,0.0,2017-01-26
01/26/2018,ATL,-53.0,0.0,0.0,0.0,0.0,0.0,2018-01-26
01/26/2018,DTW,-16.0,0.0,0.0,0.0,0.0,0.0,2018-01-26
01/26/2018,MSP,-7.0,0.0,0.0,0.0,0.0,0.0,2018-01-26
01/26/2018,SLC,-4.0,0.0,0.0,0.0,0.0,0.0,2018-01-26
01/26/2019,ATL,165.0,174.0,0.0,2.0,0.0,0.0,2019-01-26
01/26/2019,DTW,74.0,55.0,0.0,0.0,0.0,0.0,2019-01-26
01/26/2019,MSP,-12.0,0.0,0.0,0.0,0.0,0.0,2019-01-26
01/26/2019,SLC,-10.0,0.0,0.0,0.0,0.0,0.0,2019-01-26
01/27/2017,ATL,-3.0,1.0,0.0,2.0,0.0,34.0,2017-01-27
01/27/2017,DTW,-8.0,0.0,0.0,0.0,0.0,0.0,2017-01-27
01/27/2017,SLC,-3.0,0.0,0.0,0.0,0.0,0.0,2017-01-27
01/27/2018,ATL,-29.0,0.0,0.0,0.0,0.0,0.0,2018-01-27
01/27/2018,DTW,-2.0,0.0,0.0,0.0,0.0,0.0,2018-01-27
01/27/2018,MSP,-9.0,0.0,0.0,0.0,0.0,0.0,2018-01-27
01/27/2019,ATL,53.0,12.0,0.0,41.0,0.0,50.0,2019-01-27
01/27/2019,DTW,-3.0,0.0,0.0,0.0,0.0,0.0,2019-01-27
01/27/2019,MSP,30.0,0.0,0.0,10.0,0.0,8.0,2019-01-27
01/27/2019,SLC,-5.0,0.0,0.0,0.0,0.0,0.0,2019-01-27
01/28/2017,ATL,-21.0,0.0,0.0,0.0,0.0,0.0,2017-01-28
01/28/2017,DTW,-9.0,0.0,0.0,0.0,0.0,0.0,2017-01-28
01/28/2018,ATL,-11.0,0.0,0.0,0.0,0.0,0.0,2018-01-28
01/28/2018,DTW,-12.0,0.0,0.0,0.0,0.0,0.0,2018-01-28
01/28/2018,SLC,-5.0,0.0,0.0,0.0,0.0,0.0,2018-01-28
01/28/2019,ATL,-66.0,0.0,0.0,0.0,0.0,0.0,2019-01-28
01/28/2019,DTW,236.0,0.0,0.0,0.0,0.0,222.0,2019-01-28
01/28/2019,MSP,-6.0,0.0,0.0,0.0,0.0,0.0,2019-01-28
01/28/2019,SLC,-9.0,0.0,0.0,0.0,0.0,0.0,2019-01-28
01/29/2017,ATL,10.0,55.0,0.0,136.0,0.0,0.0,2017-01-29
01/29/2017,DTW,-3.0,0.0,0.0,0.0,0.0,0.0,2017-01-29
01/29/2017,SLC,-4.0,0.0,0.0,0.0,0.0,0.0,2017-01-29
01/29/2018,ATL,-59.0,0.0,0.0,0.0,0.0,0.0,2018-01-29
01/29/2018,DTW,-16.0,0.0,0.0,25.0,0.0,0.0,2018-01-29
01/29/2018,MSP,-6.0,0.0,0.0,0.0,0.0,0.0,2018-01-29
01/29/2018,SLC,-1.0,0.0,0.0,0.0,0.0,0.0,2018-01-29
01/29/2019,ATL,81.0,1.0,0.0,40.0,0.0,80.0,2019-01-29
01/29/2019,DTW,-8.0,0.0,0.0,0.0,0.0,0.0,2019-01-29
01/29/2019,MSP,5.0,0.0,0.0,0.0,0.0,0.0,2019-01-29
01/29/2019,SLC,-8.0,0.0,0.0,0.0,0.0,0.0,2019-01-29
01/30/2017,ATL,-15.0,0.0,0.0,0.0,0.0,0.0,2017-01-30
01/30/2017,DTW,-6.0,0.0,0.0,0.0,0.0,0.0,2017-01-30
01/30/2017,SLC,4.0,0.0,0.0,0.0,0.0,0.0,2017-01-30
01/30/2018,ATL,-51.0,0.0,0.0,0.0,0.0,0.0,2018-01-30
01/30/2018,DTW,-13.0,0.0,0.0,0.0,0.0,0.0,2018-01-30
01/30/2018,MSP,-1.0,0.0,0.0,0.0,0.0,0.0,2018-01-30
01/30/2018,SLC,-11.0,0.0,0.0,0.0,0.0,0.0,2018-01-30
01/30/2019,ATL,319.0,0.0,40.0,22.0,0.0,280.0,2019-01-30
01/30/2019,DTW,110.0,0.0,5.0,27.0,0.0,96.0,2019-01-30
01/30/2019,MSP,173.0,0.0,3.0,0.0,0.0,153.0,2019-01-30
01/30/2019,SLC,126.0,0.0,0.0,0.0,0.0,102.0,2019-01-30
01/31/2017,ATL,38.0,0.0,0.0,10.0,0.0,48.0,2017-01-31
